"CUST_ID","GROUP_ORG","PLUGIN","PLUGIN_NAME","FAMILY","SEVERITY","IP_ADDRESS","PROTOCOL","PORT","MAC_ADDRESS","DNS_NAME","NETBIOS_NAME","PLUGIN_TEXT","FIRST_DISCOVERED","LAST_OBSERVED","VULN_PUBLICATION_DATE","PATCH_PUBLICATION_DATE","PLUGIN_PUBLICATION_DATE","UPLOAD_DATE"
"1129","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.426"
"1130","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.427"
"1131","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.427"
"1132","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.427"
"1133","NULL","126263","SolarWinds Dameware Mini Remote Control Client Public Key Buffer Over-read","Windows","Medium","EXAMPLE","TCP","6129",,,"ServerHostEX015","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","126263","126263","2019-12-21 14:57:15.428"
"1134","NULL","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX015","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","70658","70658","2019-12-21 14:57:15.428"
"1135","NULL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX015","N/A","""Dec 2"," 2019 19:10:23 EST""","""Dec 9","71049","71049","2019-12-21 14:57:15.428"
"1136","NULL","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX015","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","70658","70658","2019-12-21 14:57:15.429"
"1137","NULL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX015","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","71049","71049","2019-12-21 14:57:15.429"
"1138","NULL","97861","Network Time Protocol (NTP) Mode 6 Scanner","Misc.","Medium","EXAMPLE","UDP","123",,,"ServerHostEX015","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","97861","97861","2019-12-21 14:57:15.429"
"1139","NULL","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX015","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","70658","70658","2019-12-21 14:57:15.429"
"1140","NULL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX015","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","71049","71049","2019-12-21 14:57:15.43"
"1141","NULL","97861","Network Time Protocol (NTP) Mode 6 Scanner","Misc.","Medium","EXAMPLE","UDP","123",,,"ServerHostEX016","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","97861","97861","2019-12-21 14:57:15.43"
"1142","NULL","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX016","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","70658","70658","2019-12-21 14:57:15.43"
"1143","NULL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX016","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","71049","71049","2019-12-21 14:57:15.43"
"1144","NULL","97861","Network Time Protocol (NTP) Mode 6 Scanner","Misc.","Medium","EXAMPLE","UDP","123",,,"ServerHostEX016","N/A","""Sep 10"," 2019 23:19:11 EDT""","""Dec 9","97861","97861","2019-12-21 14:57:15.431"
"1145","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.431"
"1146","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.431"
"1147","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.431"
"1148","NULL","127910","Microsoft Defender Elevation of Privilege Vulnerability (CVE-2019-1161)","Windows","Medium","EXAMPLE","TCP","0",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","127910","127910","2019-12-21 14:57:15.432"
"1149","NULL","130011","Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Windows)","Windows","High","EXAMPLE","TCP","445",,,"ServerHostEX016","N/A","CVE-2019-2933","CVE-2019-2945","CVE-2019-2949","130011","130011","2019-12-21 14:57:15.432"
"1150","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.432"
"1151","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.432"
"1152","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.433"
"1153","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.433"
"1154","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.433"
"1155","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.433"
"1156","NULL","12107","McAfee Antivirus Detection and Status","Windows","Critical","EXAMPLE","TCP","445",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","12107","12107","2019-12-21 14:57:15.434"
"1157","NULL","110272","McAfee VirusScan Enterprise < 8.8 Patch 11 Privilege Escalation Vulnerability (SB10237)","Windows","Low","EXAMPLE","TCP","445",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","110272","110272","2019-12-21 14:57:15.434"
"1158","NULL","125780","McAfee Agent < 5.6.1 Information Disclosure Vulnerability (SB10271)","Misc.","Medium","EXAMPLE","TCP","445",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","125780","125780","2019-12-21 14:57:15.434"
"1159","NULL","125781","McAfee Agent 5.0.x < 5.0.6 HF1267994 / 5.5.x < 5.5.1 HF1267991 / 5.6.x < 5.6.1 UDP DoS (SB10272)","Misc.","Medium","EXAMPLE","TCP","445",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","125781","125781","2019-12-21 14:57:15.434"
"1160","NULL","126824","McAfee Agent 5.0.x < 5.0.6 HF1267994 / 5.5.x < 5.5.1 HF1267994 / 5.6.x < 5.6.0 Use-After-Free Vulnerability (SB10258)","Misc.","High","EXAMPLE","TCP","445",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","126824","126824","2019-12-21 14:57:15.435"
"1161","NULL","127910","Microsoft Defender Elevation of Privilege Vulnerability (CVE-2019-1161)","Windows","Medium","EXAMPLE","TCP","0",,,"ServerHostEX016","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","127910","127910","2019-12-21 14:57:15.435"
"1162","NULL","130011","Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Windows)","Windows","High","EXAMPLE","TCP","445",,,"ServerHostEX016","N/A","CVE-2019-2933","CVE-2019-2945","CVE-2019-2949","130011","130011","2019-12-21 14:57:15.435"
"1163","NULL","131190","Google Chrome < 78.0.3904.108 Multiple Vulnerabilities","Windows","Medium","EXAMPLE","TCP","445",,,"ServerHostEX017","N/A","CVE-2019-13724""","""Dec 7"," 2019 00:28:09 EST""","131190","131190","2019-12-21 14:57:15.436"
"1164","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX017","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.436"
"1165","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX017","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.436"
"1166","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX017","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.436"
"1167","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX017","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.436"
"1168","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX017","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.437"
"1169","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX017","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.437"
"1170","NULL","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX017","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","70658","70658","2019-12-21 14:57:15.437"
"1171","NULL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX017","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","71049","71049","2019-12-21 14:57:15.438"
"1172","NULL","97861","Network Time Protocol (NTP) Mode 6 Scanner","Misc.","Medium","EXAMPLE","UDP","123",,,"ServerHostEX017","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","97861","97861","2019-12-21 14:57:15.438"
"1173","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX017","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.439"
"1174","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX017","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.439"
"1175","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX017","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.439"
"1176","NULL","127116","McAfee DLPe Agent < 10.0.500 / 11.x < 11.0.400 Master Bypass Vulnerability (SB10233)","Windows","Medium","EXAMPLE","TCP","445",,,"ServerHostEX017","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","127116","127116","2019-12-21 14:57:15.439"
"1177","NULL","127117","McAfee DLPe Agent < 11.1.200 / 11.2.x Multiple Vulnerabilities (SB10289) (SB10290)","Windows","Medium","EXAMPLE","TCP","445",,,"ServerHostEX017","N/A","CVE-2019-3595","CVE-2019-3621","CVE-2019-3622""","127117","127117","2019-12-21 14:57:15.44"
"1178","NULL","127910","Microsoft Defender Elevation of Privilege Vulnerability (CVE-2019-1161)","Windows","Medium","EXAMPLE","TCP","0",,,"ServerHostEX017","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","127910","127910","2019-12-21 14:57:15.44"
"1179","NULL","130011","Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Windows)","Windows","High","EXAMPLE","TCP","445",,,"ServerHostEX017","N/A","CVE-2019-2933","CVE-2019-2945","CVE-2019-2949","130011","130011","2019-12-21 14:57:15.44"
"1180","NULL","35291","SSL Certificate Signed Using Weak Hashing Algorithm","General","Medium","EXAMPLE","TCP","443",,,"ServerHostEX017","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","35291","35291","2019-12-21 14:57:15.44"
"1181","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","443",,,"ServerHostEX017","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","42873","42873","2019-12-21 14:57:15.441"
"1182","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","443",,,"ServerHostEX017","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","51192","51192","2019-12-21 14:57:15.441"
"1183","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","443",,,"ServerHostEX017","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","57582","57582","2019-12-21 14:57:15.441"
"1184","NULL","69551","SSL Certificate Chain Contains RSA Keys Less Than 2048 bits","General","Low","EXAMPLE","TCP","443",,,"ServerHostEX017","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","69551","69551","2019-12-21 14:57:15.441"
"1185","NULL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX017","N/A","""Nov 25"," 2019 17:12:47 EST""","""Dec 9","71049","71049","2019-12-21 14:57:15.442"
"1186","NULL","83875","SSL/TLS Diffie-Hellman Modulus <= 1024 Bits (Logjam)","Misc.","Low","EXAMPLE","TCP","443",,,"ServerHostEX017","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","83875","83875","2019-12-21 14:57:15.442"
"1187","NULL","97861","Network Time Protocol (NTP) Mode 6 Scanner","Misc.","Medium","EXAMPLE","UDP","123",,,"ServerHostEX018","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","97861","97861","2019-12-21 14:57:15.442"
"1188","NULL","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX018","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","70658","70658","2019-12-21 14:57:15.442"
"1189","NULL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX018","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","71049","71049","2019-12-21 14:57:15.443"
"1190","NULL","97861","Network Time Protocol (NTP) Mode 6 Scanner","Misc.","Medium","EXAMPLE","UDP","123",,,"ServerHostEX018","N/A","""Aug 27"," 2019 05:01:25 EDT""","""Dec 9","97861","97861","2019-12-21 14:57:15.443"
"1191","NULL","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX018","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","70658","70658","2019-12-21 14:57:15.443"
"1192","NULL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX018","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","71049","71049","2019-12-21 14:57:15.443"
"1193","NULL","97861","Network Time Protocol (NTP) Mode 6 Scanner","Misc.","Medium","EXAMPLE","UDP","123",,,"ServerHostEX018","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","97861","97861","2019-12-21 14:57:15.444"
"1194","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.444"
"1195","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.444"
"1196","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.445"
"1197","NULL","130011","Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Windows)","Windows","High","EXAMPLE","TCP","445",,,"ServerHostEX018","N/A","CVE-2019-2933","CVE-2019-2945","CVE-2019-2949","130011","130011","2019-12-21 14:57:15.445"
"1198","NULL","131190","Google Chrome < 78.0.3904.108 Multiple Vulnerabilities","Windows","Medium","EXAMPLE","TCP","445",,,"ServerHostEX018","N/A","CVE-2019-13724""","""Dec 7"," 2019 00:28:09 EST""","131190","131190","2019-12-21 14:57:15.445"
"1199","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.446"
"1200","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.446"
"1201","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.447"
"1202","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Oct 25"," 2019 19:48:33 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.447"
"1203","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Oct 25"," 2019 19:48:33 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.447"
"1204","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Oct 25"," 2019 19:48:33 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.448"
"1205","NULL","130011","Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Windows)","Windows","High","EXAMPLE","TCP","445",,,"ServerHostEX018","N/A","CVE-2019-2933","CVE-2019-2945","CVE-2019-2949","130011","130011","2019-12-21 14:57:15.448"
"1206","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.448"
"1207","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.448"
"1208","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.448"
"1209","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX018","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.449"
"1210","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.449"
"1211","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.449"
"1212","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.449"
"1213","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.45"
"1214","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.45"
"1215","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.45"
"1216","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.45"
"1217","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.451"
"1218","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.451"
"1219","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.451"
"1220","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.451"
"1221","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.451"
"1222","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.452"
"1223","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.452"
"1224","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.452"
"1225","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.452"
"1226","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.453"
"1227","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.453"
"1228","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.453"
"1229","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX019","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.454"
"1230","NULL","130011","Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Windows)","Windows","High","EXAMPLE","TCP","445",,,"ServerHostEX019","N/A","CVE-2019-2933","CVE-2019-2945","CVE-2019-2949","130011","130011","2019-12-21 14:57:15.454"
"1231","NULL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX019","N/A","""Nov 5"," 2019 19:16:52 EST""","""Dec 9","71049","71049","2019-12-21 14:57:15.454"
"1232","NULL","97861","Network Time Protocol (NTP) Mode 6 Scanner","Misc.","Medium","EXAMPLE","UDP","123",,,"ServerHostEX019","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","97861","97861","2019-12-21 14:57:15.455"
"1233","NULL","35291","SSL Certificate Signed Using Weak Hashing Algorithm","General","Medium","EXAMPLE","TCP","443",,,"ServerHostEX005","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","35291","35291","2019-12-21 14:57:15.455"
"1234","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","443",,,"ServerHostEX005","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","51192","51192","2019-12-21 14:57:15.455"
"1235","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","443",,,"ServerHostEX005","N/A","""Dec 9"," 2019 17:13:04 EST""","""Dec 9","57582","57582","2019-12-21 14:57:15.455"
"1236","NULL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX005","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","71049","71049","2019-12-21 14:57:15.455"
"1237","NULL","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX005","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","70658","70658","2019-12-21 14:57:15.456"
"1238","NULL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22",,,"ServerHostEX005","N/A","""Aug 21"," 2019 02:55:39 EDT""","""Dec 9","71049","71049","2019-12-21 14:57:15.456"
